20.54,0.0
16.52,0.0
13.724,0.0
13.709,0.0
13.59,0.0
19.224,0.0
14.746,0.0
13.034,0.0
14.216,0.0
15.074,0.0
21.094,0.0
18.029,0.0
14.356,0.0
12.829,0.0
15.525,0.0
14.144,0.0
15.511,0.0
16.422,0.0
16.023,0.0
13.657,0.0
13.224,0.0
14.133,0.0
16.021,0.0
19.768,0.0
13.769,0.0
13.221,0.0
21.641,0.0
13.518,0.0
14.006,0.0
12.99,0.0
14.072,0.0
12.384,0.0
13.869,0.0
13.459,0.0
13.971,0.0
13.446,0.0
15.063,0.0
12.817,0.0
13.843,0.0
12.331,0.0
24.282,0.0
14.249,0.0
17.474,0.0
15.456,0.0
16.586,0.0
14.703,0.0
14.416,0.0
13.333,0.0
13.456,0.0
14.943,0.0
15.175,0.0
14.548,0.0
15.096,0.0
14.717,0.0
19.031,0.0
13.515,0.0
13.917,0.0
13.567,0.0
14.321,0.0
22.936,0.0
14.015,0.0
12.647,0.0
18.021,0.0
14.641,0.0
16.241,0.0
15.338,0.0
15.76,0.0
13.892,0.0
14.068,0.0
15.227,0.0
14.022,0.0
17.067,0.0
14.111,0.0
15.316,0.0
13.089,0.0
15.46,0.0
13.929,0.0
22.654,0.0
34.197,0.0
37.599,0.0
22.507,0.0
20.697,0.0
14.762,0.0
17.556,0.0
23.227,0.0
15.074,0.0
13.613,0.0
13.201,0.0
24.107,0.0
15.272,0.0
14.562,0.0
12.781,0.0
14.202,0.0
20.653,0.0
28.574,0.0
14.591,0.0
13.724,0.0
16.466,0.0
22.926,0.0
22.152,0.0
12.266,0.0
14.725,0.0
13.246,0.0
15.905,0.0
12.76,0.0
15.383,0.0
22.442,0.0
13.05,0.0
16.253,0.0
15.047,0.0
13.07,0.0
21.259,0.0
17.041,0.0
15.942,0.0
15.154,0.0
19.275,0.0
15.337,0.0
17.599,0.0
13.737,0.0
15.422,0.0
12.934,0.0
16.254,0.0
14.643,0.0
17.115,0.0
14.242,0.0
13.005,0.0
38.299,0.0
15.081,0.0
17.728,0.0
19.94,0.0
13.738,0.0
17.995,0.0
14.581,0.0
15.34,0.0
14.858,0.0
30.068,0.0
13.529,0.0
15.449,0.0
12.792,0.0
15.661,0.0
16.637,0.0
21.917,0.0
13.059,0.0
15.095,0.0
22.204,0.0
18.371,0.0
16.291,0.0
12.877,0.0
15.225,0.0
14.082,0.0
14.293,0.0
13.884,0.0
14.707,0.0
13.21,0.0
13.571,0.0
23.531,0.0
14.856,0.0
23.74,0.0
13.866,0.0
13.983,0.0
17.322,0.0
14.381,0.0
21.596,0.0
14.262,0.0
13.527,0.0
22.133,0.0
22.115,0.0
16.261,0.0
42.834,0.0
13.188,0.0
13.851,0.0
31.51,0.0
15.127,0.0
14.256,0.0
18.139,0.0
13.637,0.0
17.542,0.0
13.456,0.0
14.043,0.0
14.235,0.0
14.832,0.0
14.056,0.0
16.055,0.0
12.909,0.0
17.441,0.0
13.09,0.0
13.639,0.0
13.318,0.0
21.05,0.0
17.708,0.0
14.875,0.0
12.641,0.0
16.088,0.0
20.017,0.0
18.995,0.0
12.815,0.0
13.744,0.0
13.375,0.0
16.884,0.0
14.664,0.0
15.449,0.0
25.248,0.0
20.896,0.0
14.508,0.0
14.765,0.0
23.28,0.0
17.352,0.0
12.999,0.0
14.267,0.0
12.635,0.0
14.926,0.0
31.601,0.0
14.573,0.0
13.281,0.0
12.491,0.0
16.633,0.0
21.126,0.0
12.596,0.0
16.182,0.0
19.983,0.0
14.041,0.0
15.675,0.0
15.647,0.0
14.521,0.0
14.057,0.0
14.426,0.0
13.926,0.0
13.22,0.0
13.995,0.0
19.6,0.0
22.224,0.0
15.261,0.0
13.283,0.0
15.592,0.0
14.04,0.0
25.53,0.0
13.293,0.0
14.068,0.0
17.0,0.0
14.199,0.0
17.244,0.0
14.565,0.0
14.074,0.0
15.046,0.0
34.013,0.0
13.409,0.0
14.47,0.0
14.695,0.0
13.031,0.0
14.106,0.0
18.107,0.0
13.984,0.0
15.433,0.0
